"","D_10_R1.sam","D_10_R2.sam","D_10_R3.sam","D_18_R1.sam","D_18_R2.sam","D_18_R3_T1.sam","D_18_R3.sam","D_18_R4.sam","D_25_R1.sam","D_25_R2.sam","D_25_R3.sam","D_34_R1.sam","D_34_R2_T1.sam","D_34_R2.sam","D_34_R3.sam","D_34_R4.sam","L_10_R1.sam","L_10_R2.sam","L_10_R3.sam","L_18_R1.sam","L_18_R2.sam","L_18_R3.sam","L_18_R4.sam","L_25_R1.sam","L_25_R2.sam","L_25_R3.sam","L_34_R1.sam","L_34_R2.sam","L_34_R3.sam","L_34_R4_T1.sam","L_34_R4_T2.sam","L_34_R4_T3.sam","L_34_R4.sam"
"MED134_06664",1818,2064,1497,2344,2930,2005,2805,1924,2883,1944,3059,1891,2041,3690,2810,1824,1910,1090,1806,2393,1345,1552,1786,2183,2213,2063,2186,1454,1781,1957,1925,1801,3417
"MED134_06659",2391,2552,1786,3066,3773,2165,3377,2239,3834,2502,4212,2438,2122,4132,3401,2229,2304,1212,2257,2957,1523,1881,2014,2928,2860,2529,2710,1808,2101,2822,2897,2679,4117
"MED134_06654",2275,2171,1662,2935,3496,1944,3266,2159,3505,2439,3987,2092,1839,3751,3007,2079,2108,1148,1896,2950,1608,1999,2004,2788,2472,2406,2580,1636,1949,2118,2048,1885,3706
"MED134_06649",1563,1516,1290,1920,2428,1338,2085,1345,2030,1575,2629,1258,1146,2237,2012,1368,1449,815,1428,1943,1175,1375,1312,1725,1556,1757,1256,1005,1101,1685,1614,1443,2216
"MED134_06644",4611,4472,4477,6042,7553,4483,7603,4908,5999,5469,7354,4328,4345,8257,7281,6364,3963,2682,4751,6751,3650,4912,4465,5564,5778,6811,4777,3627,4964,6766,6170,5433,8762
"MED134_06639",2210,2371,3569,6043,7167,5250,8396,5165,5902,6562,7004,7356,6208,12217,11246,11044,1799,2279,2666,7243,3626,6783,5099,4819,7195,6530,9641,6224,7733,7999,7207,7332,11782
"MED134_06634",1221,1342,2062,1279,1682,1303,2091,1087,1091,1444,1638,621,471,971,814,794,734,1363,1806,1593,1378,2684,1122,1001,1830,1889,1146,617,555,805,769,793,1311
"MED134_06629",1727,1221,2784,3164,2936,2793,4278,3297,1883,2162,1699,1730,1576,2986,2652,2688,1509,1754,1719,4195,2031,3674,2893,1851,2066,2126,2500,1517,1901,2258,2361,2018,2926
"MED134_06624",796,939,921,1244,1420,1130,1755,998,1595,1244,1856,1033,917,1787,1473,1201,708,546,832,1248,791,1186,875,1261,1361,1373,1422,1014,948,988,906,901,1712
"MED134_06619",814,895,887,1275,1263,935,1346,800,1455,925,1211,682,589,1253,857,790,707,468,857,1181,637,803,734,1066,1029,972,1063,806,729,887,839,792,1161
"MED134_06614",792,723,490,1136,1083,877,1314,845,1240,896,1063,634,601,1074,760,794,728,501,499,1086,551,853,756,939,1032,858,993,663,613,844,837,796,1054
"MED134_06609",999,1063,1371,1514,1799,1259,1972,1195,1603,1308,1902,1672,1633,3075,2361,1749,686,617,1098,1644,1049,1441,1217,1249,1343,1418,2181,1659,1491,1899,1783,1683,2591
"MED134_06604",1191,1269,1156,1374,1603,1237,1759,989,1456,1047,1534,783,787,1486,1134,957,862,703,1097,1442,863,1074,905,1056,1105,1121,920,713,753,971,1022,948,1410
"MED134_15159",742,840,809,798,964,545,1000,587,912,599,791,773,596,1424,943,660,659,453,791,895,458,612,499,584,557,584,1122,747,571,723,583,603,1032
"MED134_06594",9512,10108,7585,10884,12105,7583,12432,6682,11780,7066,11098,9611,8342,16428,10856,7464,7684,5272,8532,9562,4686,6029,5819,8152,7166,6956,10614,8504,6898,9504,9571,8654,12360
"MED134_06589",6729,7506,6030,9677,11449,7294,11824,6946,13664,8656,11464,10802,10842,21061,15887,12969,5362,4399,6401,9822,4782,5947,6278,10151,9027,9164,14474,10693,11221,15567,15158,13524,20907
"MED134_06584",1264,1427,1035,2111,2390,1605,2757,1484,2455,1543,2456,1603,1357,2760,2322,1720,1021,812,1179,2052,1097,1492,1261,1679,1541,1568,2301,1542,1530,1460,1224,1326,2857
"MED134_15163",1047,1049,1054,1815,1813,1256,1976,1268,1834,1336,1515,1841,1340,2489,2677,3065,888,790,883,2058,1067,1439,1313,1413,1701,1302,3096,1969,2228,1665,1261,1484,3115
"MED134_06574",1223,1286,1133,1803,2140,1796,2419,1338,2226,1333,2649,1558,1744,2910,2012,1491,916,693,1276,1669,989,1226,996,1496,1279,1398,1848,1267,1327,1817,1812,1672,2402
"MED134_06569",8012,7815,6162,8514,10405,6150,9730,5877,11254,7308,10081,5988,5439,10226,7112,6624,5991,4387,6613,8114,4421,5931,4659,8691,7509,7280,9420,5823,5567,6890,6283,6349,9355
"MED134_06564",1037,1054,800,1163,1267,767,1193,834,1161,862,1147,597,603,1225,797,727,785,609,951,1091,495,774,740,951,873,843,1000,722,648,879,873,751,1224
"MED134_06559",2133,2071,2015,3695,4169,3700,5050,3464,5146,4163,5249,3187,3543,5928,4141,4027,1692,1481,2085,4394,2513,3857,3044,4157,4357,4350,5940,3447,3244,3337,2860,2969,6167
"MED134_06554",2507,2456,1807,2720,3258,2345,3643,2439,3409,2574,3706,2010,2064,3918,2726,2540,2291,1508,2004,3065,1483,2292,1908,2781,2799,2491,3495,1956,2016,1852,1656,1703,3907
"MED134_06549",12786,13347,9143,12750,14582,9022,15133,8370,14553,9028,14505,8084,7378,14863,10061,7139,10387,7273,10266,12413,6435,8426,7513,10806,9861,9110,10649,7182,6417,9543,9487,8816,13653
"MED134_06544",6592,7085,7857,7900,8503,5783,8278,5386,8448,6100,7698,4968,4655,8258,5801,4746,5233,4189,6812,7741,4558,6037,5998,6424,6411,6550,6420,5407,4166,5218,4820,4721,7639
"MED134_06539",5467,7589,5675,11361,9885,8807,15124,6621,15253,9501,13920,8439,6670,13457,11119,8168,4892,3949,5793,10248,6339,7139,6782,7940,9134,8972,8808,6094,5553,7271,6011,6419,12523
"MED134_06534",25362,28162,27998,48359,52582,36959,59017,32650,70410,42329,56012,37937,37409,71356,47387,40777,22310,17318,25605,47911,24071,31689,30008,47899,46885,43784,54503,38018,34123,52030,50737,45325,69108
"MED134_06529",188,206,169,283,338,220,364,187,311,240,416,463,491,852,697,523,135,143,173,265,171,206,177,243,234,241,715,492,487,619,641,570,839
"MED134_06524",159,138,113,280,288,221,309,180,310,189,252,384,379,595,490,337,130,90,142,231,102,154,132,219,213,201,384,307,255,326,277,276,433
"MED134_06519",298,345,390,397,383,400,592,271,401,269,445,491,506,884,745,540,254,208,277,350,212,255,297,298,248,305,601,411,449,589,531,516,850
"MED134_06514",303,292,516,504,507,458,637,384,550,370,496,745,764,1209,1094,966,243,223,382,583,320,410,406,428,480,460,1033,674,840,1089,1149,966,1487
"MED134_06509",293,348,343,503,528,403,642,358,725,476,673,795,629,1234,1070,879,247,181,287,473,300,347,366,463,508,521,910,774,608,1014,983,916,1303
"MED134_06504",736,871,751,1045,1223,830,1376,720,1418,848,1328,1310,1283,2410,1972,1383,615,396,784,999,584,724,718,925,982,955,1649,1203,1141,1733,1613,1514,2606
"MED134_06499",1910,1884,1644,2432,2631,1600,2694,1538,2904,1739,2758,2485,2154,4311,3376,2740,1569,1027,1676,2293,1177,1480,1407,2189,1922,1751,3187,2282,2203,3242,2941,2955,4328
"MED134_06494",6746,7202,6044,11272,12376,9812,13430,8355,12986,9243,13125,10940,12943,20942,14736,10734,5662,3966,6164,10156,6147,7373,7786,9960,9259,10322,12730,10640,9735,13307,13336,11984,17864
"MED134_06489",2132,2167,1656,4070,3678,2704,4427,2357,2766,2254,3127,2017,1468,2830,2665,1797,1776,1379,1913,3844,1835,2744,2264,2130,2451,1954,2328,1706,1335,2028,1888,1774,2582
"MED134_06484",1007,994,923,1032,1044,628,1127,762,776,705,919,626,529,1101,922,756,942,518,1207,988,853,771,964,687,570,629,1007,922,703,675,728,736,1223
"MED134_06479",125,103,88,221,233,168,221,146,225,154,195,193,179,319,249,216,108,86,88,188,94,125,135,167,160,150,305,183,195,220,199,164,312
"MED134_06474",189,177,144,328,325,221,336,177,349,246,340,355,267,562,437,311,189,119,161,285,139,188,173,238,239,216,472,281,295,398,375,356,515
"MED134_06469",244,250,205,411,421,235,398,233,458,267,363,490,404,749,561,419,241,126,214,395,201,222,242,348,317,259,612,428,392,449,405,420,710
"MED134_06464",733,776,703,1152,1202,904,1382,787,1403,940,1290,1529,1313,2543,1900,1497,621,410,659,1175,582,821,757,1058,971,983,1919,1399,1307,1655,1577,1446,2348
"MED134_06459",885,861,966,1862,1989,1395,2355,1350,2487,1767,2224,1991,1776,3553,2587,2099,770,590,832,1844,959,1359,1135,1813,1808,1618,2616,1937,1737,2269,2266,2228,3497
"MED134_06454",2284,2506,2996,3543,3773,2873,4065,2535,4385,2913,3506,2948,3061,5112,3754,3392,1951,1493,2567,3618,2147,2727,2737,3054,3121,3062,4541,2997,3156,3956,3758,3534,5315
"MED134_06449",4285,4679,3866,6169,6805,4460,7051,4157,7180,4398,6174,4373,4160,8005,6193,4210,4177,2753,4085,5981,2778,3555,3631,5114,4735,4482,5224,3614,4021,5595,5802,4941,7304
"MED134_06444",1512,1439,1430,1803,2096,1492,1982,1255,2704,1813,2115,1007,1124,1816,1256,1632,1306,1013,1516,1843,1017,1387,1281,2064,1994,2015,2377,1524,1366,1979,2035,1906,2639
"MED134_06439",305,306,414,404,442,323,522,335,515,415,478,398,414,689,481,633,270,209,342,386,244,313,307,492,441,464,773,587,527,513,498,487,872
"MED134_06434",409,551,582,793,915,691,1031,594,1183,836,1181,978,928,1535,1167,1091,378,281,444,711,413,578,487,844,887,983,1318,980,890,1215,1157,1132,1744
"MED134_06429",641,663,643,1623,1601,1161,1849,1068,2320,1512,1917,1844,1802,3544,2486,2017,517,356,581,1445,739,1003,969,1610,1624,1533,2497,1909,1746,2388,2402,2134,3117
"MED134_06424",187,237,178,163,195,154,276,122,205,146,180,888,842,1703,561,513,68,77,165,119,93,104,79,153,163,135,1330,1190,562,743,700,700,978
"MED134_06419",2828,2898,2337,4086,4536,3026,4655,2692,6015,3678,4899,2334,2272,4121,2969,3267,2688,2121,2477,4087,2093,2969,2368,4269,4288,3539,4722,2786,2653,4224,3833,3658,5715
"MED134_06414",3330,3532,3481,5256,5969,4451,6070,3945,7604,5227,7044,4950,6036,9957,6539,5524,2884,2096,3329,5004,3511,3664,4139,5611,5273,5710,7031,5615,5166,6253,6353,5617,9196
"MED134_06409",950,977,976,1377,1419,969,1688,907,2082,1302,1666,1585,1406,2832,2071,1625,844,632,1025,1472,781,1123,936,1389,1488,1430,2084,1626,1422,1728,1825,1628,2671
"MED134_06404",850,906,808,1220,1303,965,1501,835,2206,1268,1488,1348,1137,2127,1761,1378,688,531,934,1288,718,977,772,1450,1441,1409,1954,1396,1095,1455,1421,1376,2316
"MED134_06399",552,574,513,641,865,610,851,542,1082,718,994,596,704,1237,598,561,399,338,554,710,373,519,396,888,775,779,1007,657,448,530,483,492,885
"MED134_06394",2986,3036,3190,4919,5236,3175,5899,3341,5222,3936,4458,3441,2961,6266,4308,4037,2622,2438,2991,5141,2334,3791,3137,3975,4165,3737,4681,3125,3014,4625,4495,4232,5997
"MED134_06389",1441,1566,1496,2309,2520,2015,2966,1735,3213,1930,2802,2090,2453,4269,2704,1948,1292,941,1532,2194,1183,1626,1489,2140,2008,2096,2534,1874,1761,2418,2163,2098,3548
"MED134_06384",4601,4918,4225,7107,7839,4943,8379,4709,10704,6077,9133,6611,5653,11668,8180,5982,4342,2901,4562,7330,3358,4599,4206,7073,6861,6478,8937,6263,5537,7325,6991,6647,10909
"MED134_06379",1225,1472,1231,1873,2117,1466,2258,1357,2816,1844,2785,2062,1964,3742,2292,1760,1058,776,1375,1848,1069,1300,1334,1911,1829,1936,2777,2093,1448,2131,2088,1990,3027
"MED134_06374",2805,2996,3318,4672,4889,4001,6097,3633,5232,3352,4236,5877,5050,9684,6957,6259,2738,2237,2964,5065,2309,3816,3070,3256,3529,3497,8927,5343,4913,5115,4521,4642,8386
"MED134_06369",4102,3964,3659,5610,6527,4834,7519,4507,7435,4518,6736,5442,5273,9804,8097,6729,3106,2793,3453,6163,2664,4299,3486,5109,5016,4540,8073,5554,5944,6440,5839,5971,10588
"MED134_06364",992,1164,1146,1031,1215,840,1386,736,1076,711,1300,795,715,1470,1362,854,853,655,1180,1031,727,772,737,707,717,898,838,701,744,787,633,668,1427
"MED134_06359",1228,1677,1658,2464,2531,1988,3435,1727,2933,2158,3374,2363,1940,4035,3568,2751,1061,891,1639,2234,1894,2304,1857,1948,2096,2466,3195,2325,1945,2987,2697,2659,4678
"MED134_06349",1026,1117,1089,1941,1911,1498,2123,1234,2647,1687,1824,1569,1519,2725,2077,1693,862,574,1039,1905,1127,1226,1375,1772,1714,1660,2388,1757,1493,2039,2120,1893,3004
"MED134_06344",2658,2779,2509,4525,4968,3270,5228,3041,5825,3692,5037,3936,3667,7147,5556,4494,2270,1723,2675,4582,2154,2832,2900,4182,3897,3929,5018,3814,3913,4929,4946,4549,7155
"MED134_06339",3511,3696,4624,5071,5617,3816,6157,3825,5577,4287,5749,3791,3371,6501,4633,4326,2802,2571,4565,5612,3207,4743,3611,4060,4416,4497,5571,3836,3350,4482,4100,4033,6602
"MED134_06334",21781,20889,24834,28832,24714,19774,31818,20940,3097,2169,2629,10321,9141,17841,15815,14648,17915,17802,21346,29271,14362,19794,19297,2073,2028,2051,12718,7864,9526,16173,15899,14402,22926
"MED134_06329",41046,44519,45974,54227,47003,33431,58710,32575,7164,4044,5028,25667,20030,41908,43308,30594,33763,28660,42897,49432,23440,29722,27875,4165,3867,3603,26957,18197,21849,33455,33095,30366,48090
"MED134_06319",13329,15569,12590,16803,16208,10548,18424,10258,3407,1699,2581,8284,5880,12779,13615,8957,11733,7520,12485,15317,8040,8360,8835,1902,1805,1678,8701,6480,6800,9299,8279,8610,15526
"MED134_06314",2164,2784,2408,3254,3481,2163,3510,1913,2031,1308,2010,2343,1846,3559,3425,2577,1800,1239,2404,2902,1715,2064,1862,1394,1362,1439,2769,2227,2083,3009,2812,2891,4127
"MED134_06309",4346,5071,4396,7438,7918,5288,8344,4804,9185,5633,7836,6760,6254,11463,8379,6088,3957,2689,4413,7020,3810,4522,4672,6201,6065,6023,8465,6137,5271,7364,7168,6726,9709
"MED134_06304",3677,3953,3580,5428,5457,4284,6443,3752,5529,3812,4570,4198,3998,7389,4800,4278,3095,2338,3384,5373,2875,3842,3632,3913,4014,3681,5720,4022,3501,5146,5179,4778,6771
"MED134_06299",681,702,969,1132,1237,775,1136,901,1175,957,1017,894,740,1459,1108,1248,657,597,928,1334,618,914,907,951,1042,912,1603,1127,994,1023,935,891,1615
"MED134_06294",3034,3149,3033,3545,4279,2561,4193,2556,4306,2938,3940,2529,2520,4799,3594,3129,2518,1911,2961,3546,1745,2627,2185,3391,3338,3243,3509,2677,2607,3871,3799,3400,5168
"MED134_06289",3362,3218,3551,6537,7100,5519,7974,5040,8339,8389,8755,10902,11485,20487,16429,14783,2945,2303,3236,7276,4514,6906,4982,7327,8989,8852,16112,8763,9030,13393,13454,11980,16902
"MED134_06284",859,930,1202,1167,1294,1146,1627,946,1231,894,1194,902,997,1618,1453,921,714,582,1037,1215,677,970,863,866,975,1061,989,768,794,1113,1073,1004,1542
"MED134_06279",551,582,546,681,718,621,930,482,637,500,627,488,419,736,645,618,477,389,557,642,414,500,472,530,534,493,578,486,475,587,588,504,797
"MED134_06274",1056,1235,1413,1487,1522,1204,1911,994,1271,855,1019,545,512,990,791,587,920,757,1099,1461,736,1286,1036,882,928,997,641,549,591,754,759,594,990
"MED134_06269",1430,1824,1502,2138,2112,1869,2671,1413,2030,1392,1995,1237,1260,2266,1853,1100,1356,969,1538,1898,1010,1264,1218,1347,1341,1446,1226,1059,1026,1471,1369,1304,1867
"MED134_06264",2531,2581,2439,3846,4028,2893,4398,2721,4648,2995,4204,3364,3746,6521,4483,3895,2259,1507,2368,3718,1913,2377,2865,3228,3226,3188,4298,3263,4323,4164,3955,3725,5514
"MED134_06259",2197,2138,2101,3039,3372,2294,3707,2262,3652,2358,3045,1475,1457,2663,1670,1560,1817,1428,2048,3291,1654,2271,1977,2746,2886,2591,2219,1446,1287,1948,1975,1823,2649
"MED134_06254",1181,1276,1120,1155,1408,955,1487,943,1119,759,1136,572,551,1075,736,605,1109,748,1130,1189,658,813,847,950,865,806,758,492,494,676,748,665,900
"MED134_06249",440,583,786,901,1064,682,1045,716,1411,1009,1331,949,840,1810,1231,1129,429,324,727,804,459,612,599,1017,966,1065,1782,1360,1105,1250,1273,1153,1572
"MED134_06244",207,238,277,2857,4615,2592,3843,2021,11890,7557,6779,1513,1601,2719,1072,948,184,145,259,2836,1410,2019,1736,7692,9083,7611,1516,1303,748,1203,1091,994,1400
"MED134_06239",7099,8722,6951,13457,24969,9629,16464,9164,23976,14184,14316,17735,16281,33984,21802,12964,6597,4850,7500,11820,5602,7437,7167,17757,21970,14604,13940,11126,10293,19010,19107,16943,26229
"MED134_06234",2995,3579,2937,9093,20555,6168,10053,5882,12036,7163,8325,8460,8086,16442,12145,6059,3000,2243,3445,5808,2924,4265,5081,11916,15109,8458,7476,5786,5886,9583,10026,8764,13169
"MED134_06229",7906,8714,8652,24631,57508,14264,24364,15377,36092,20925,36493,19883,18787,38572,31036,16028,8175,6102,9339,17307,8718,13327,12996,33791,34469,23265,21476,17104,16180,27109,26145,23843,33430
"MED134_06224",2326,1993,4153,5584,9972,3359,5911,4120,7142,5647,14515,3539,2899,5910,5865,3401,1882,2082,3516,5446,4077,4582,3723,7626,6607,5033,3929,3928,3290,4684,4481,4195,6091
"MED134_06219",1200,1303,1042,1897,1776,1472,2158,1211,1506,1061,1400,1585,1345,2631,1922,1547,604,442,698,976,620,782,665,753,726,768,1839,1383,1132,1435,1251,1228,2093
"MED134_06214",737,864,1580,991,1101,785,1186,701,1082,700,1039,1173,1116,2135,1405,999,626,426,1704,871,516,628,578,760,665,731,1832,1488,1129,1301,1165,1155,1728
"MED134_06209",395,524,437,540,588,410,697,387,597,395,543,704,626,1248,763,645,377,324,453,495,260,377,297,433,406,395,1313,1019,630,722,683,723,1153
"MED134_06204",845,871,896,986,1104,743,1228,746,968,703,885,537,410,863,736,680,697,545,899,1048,510,825,572,736,759,663,763,515,544,597,638,530,956
"MED134_06199",1096,1139,1846,1199,1362,980,1602,907,1421,1121,1719,1651,1541,2952,2429,1717,1015,828,1647,1245,805,1011,777,1321,1247,1219,2304,1646,1731,2393,2388,2288,3140
"MED134_06194",262,326,275,379,381,285,490,312,456,524,621,531,386,940,801,676,275,234,288,477,296,480,369,382,447,425,819,552,513,283,246,253,812
"MED134_06189",342,393,306,490,590,393,676,374,871,658,819,721,562,1312,1245,1395,305,213,380,622,373,553,451,606,705,628,1301,1002,1079,544,434,526,1687
"MED134_06184",497,585,478,761,899,611,1025,694,1099,868,913,677,551,1194,909,936,438,336,532,994,548,849,789,819,928,841,1290,894,703,393,320,401,1249
"MED134_06179",212,293,247,424,421,341,561,413,598,437,554,351,333,762,621,479,247,201,300,560,291,515,434,386,516,398,673,526,393,243,222,248,624
"MED134_06174",3341,3597,3513,5113,5441,3586,6548,3620,4926,3777,5214,5922,5131,10617,8708,7157,2777,2441,3326,5567,2694,3731,3283,4004,3943,3997,6780,5101,5501,7708,7339,6520,10403
"MED134_06169",721,784,569,1023,1011,657,1164,622,937,701,1129,865,755,1337,1046,796,624,479,678,985,452,686,593,794,727,734,783,722,652,868,847,777,1105
"MED134_06164",3340,3739,3306,6592,7362,5396,8241,4529,8148,4964,6783,4703,4828,8827,6429,4645,2015,1453,2394,4498,2596,3082,3002,4770,4391,4279,5734,4072,4051,5569,5795,5026,7512
"MED134_06159",603,687,694,2241,1400,2455,3707,1040,1146,742,1125,923,862,1460,1560,883,497,372,577,1409,1112,915,1590,682,719,716,1054,749,841,1202,1140,1143,1647
"MED134_06154",1864,1870,1354,2385,2930,1900,2947,1775,2554,1889,2946,2141,1984,3739,2889,2220,1414,1102,1445,2435,1216,1748,1548,2038,1952,1909,2506,1934,1868,2252,2057,2046,3280
"MED134_06149",1019,1056,936,1522,1577,1235,1921,1089,1566,1066,1726,1364,1256,2525,1822,1333,855,660,920,1647,688,1052,911,1160,1136,983,1543,1052,1071,1365,1281,1223,2126
"MED134_06144",1501,1669,1360,2212,2458,1520,2560,1453,2575,1694,3043,2446,2102,4131,3354,2044,1224,879,1685,2077,1057,1209,1305,1897,1677,1670,2693,2127,1932,2528,2484,2322,3657
"MED134_06139",744,671,1326,1111,1109,756,1312,803,1065,909,1071,1312,1010,1833,1579,1432,513,676,1120,1364,664,1067,828,871,898,822,2503,1690,1089,1669,1737,1457,1808
"MED134_06134",2907,2827,3024,4002,4489,2693,4854,2842,4279,3499,4593,3770,3168,6544,5537,5495,2179,1926,2935,4263,2185,3418,2605,3627,3784,3397,6188,4223,4494,6234,6237,5641,7920
"MED134_06129",29724,19817,50773,15405,18844,13014,19688,16495,7890,10607,6219,2128,1687,3116,1663,2825,20131,37104,37770,26701,13410,23528,14671,10300,11288,11335,4169,1677,1427,2804,3030,2596,3791
"MED134_06124",1900,1784,1966,3464,3690,2114,3911,2544,2948,2464,2589,2037,1541,3499,2765,2329,1563,1438,1648,3614,1760,2929,2648,2443,2417,2353,2789,2022,1881,1820,1572,1809,3104
"MED134_06119",1831,2004,1919,3090,3561,2249,3919,2089,3570,2514,3885,2770,2301,4788,3822,2895,1400,1245,1766,3046,1681,2452,2023,2715,2620,2814,3302,2301,2256,3034,2868,2817,4362
"MED134_06114",1210,1308,1479,1812,2024,1310,2306,1383,2086,1649,1998,1542,1120,2306,1703,1535,926,809,1268,1900,1113,1602,1348,1574,1625,1644,1920,1443,1146,1334,1107,1211,2099
"MED134_06109",551,569,510,886,970,703,1076,662,1152,799,968,781,661,1444,897,712,382,302,424,841,494,588,559,737,728,690,980,721,597,847,889,771,1139
"MED134_06104",997,1129,956,1817,1931,1590,2236,1251,2044,1507,1881,1707,1812,2998,1983,1606,790,594,867,1490,871,1202,1155,1315,1273,1468,2159,1669,1380,1735,1866,1588,2464
"MED134_06099",5453,6121,5078,16692,17494,12175,20896,11138,26049,14586,20401,11550,9702,21228,13806,10782,5909,4029,6035,17074,8349,10222,9957,16941,16537,15227,18956,13023,11433,13150,11720,11662,20420
"MED134_06094",6415,8109,5993,20904,21356,15079,26247,12684,33438,17032,24815,15020,13687,28905,17265,12517,6445,4653,8132,20764,10019,11672,12375,21589,20452,18889,24449,17517,13595,18634,17964,16998,26992
"MED134_06089",4105,4528,4168,9479,8824,7329,11284,5987,7641,4655,6147,7392,7188,13540,12129,7751,4018,2754,4051,8810,4440,5292,6111,4832,4811,4599,8973,6488,6855,9958,9849,8940,14364
"MED134_06079",1471,1662,1888,2157,2540,1905,2720,1586,2301,1565,2290,939,976,1777,1918,1354,1261,979,1745,2261,1418,1594,1567,1676,1661,1942,1075,821,1006,1439,1341,1294,2104
"MED134_06074",8987,9712,8942,14376,15244,9760,16307,9394,13500,11651,15462,11257,9268,20905,17424,11137,7239,6033,8694,14441,8632,11385,10380,10517,11632,11719,12840,9656,8756,12949,11494,11432,17783
"MED134_06069",29125,28206,21520,46114,49689,28708,53885,31358,44735,38910,48410,42209,32458,76150,58654,42567,25601,19069,21614,46545,22953,34732,29574,36924,37236,35943,51129,33151,31442,42724,38248,38652,62224
"MED134_06064",2115,2262,1976,2521,2737,1929,2863,1714,2749,1709,2329,1822,1708,3149,2002,1679,1919,1399,2100,2566,1295,1732,1557,1772,1838,1890,2157,1609,1311,1857,1737,1644,2616
"MED134_06059",901,946,1457,1268,1686,1333,2111,1308,1137,1062,1375,1235,1452,2538,2243,1943,574,656,1015,1579,927,1543,1132,980,1127,1260,1230,1234,1513,1803,1405,1272,2385
"MED134_06054",1342,1437,1165,2096,2481,1528,2634,1400,3083,1860,2811,1754,1715,3599,2788,2035,1247,874,1354,1988,998,1300,1236,2346,2095,2123,2285,1685,1864,2547,2464,2304,3946
